,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,59498.372152800206,1744372155815015000,2,1744372155815,20.520943,1,1744,1.8571911,19.488691,19.7151,0.10693674,0.2047,49.5549961,14.5722256,0.9342857,t17_f5_c3,0.9999276,19.6892,0.2497,506120258,True,False,False,correction_1.0.6,0.0,,,
1,ztf,59498.4250810002,1744425085815015000,1,1744425085815,20.674086,1,1744,1.3304043,20.135063,20.1748,0.15059914,0.2579,49.5550496,14.5721536,0.8242857,t17_f5_c3,0.9999845,20.5418,0.4575,506120158,True,True,False,correction_1.0.6,0.0,19.271288,0.047838584,0.06796921
2,ztf,59503.3993981001,1749399395815015000,2,1749399395815,20.110403,1,1749,1.6581575,19.41439,19.1449,0.14643162,0.1619,49.5550467,14.5723118,0.86,t17_f5_c3,0.9998764,19.108,0.1979,506120258,True,False,False,correction_1.0.6,0.0,,,
3,ztf,59503.444513900205,1749444515815015000,1,1749444515815,20.298832,1,1749,1.0837446,19.9676,20.1671,0.16122417,0.2995,49.5551075,14.5722228,0.87285715,t17_f5_c3,0.99996924,20.1693,0.3817,506120158,True,True,False,correction_1.0.6,0.0,18.612602,100.0,0.04628406
4,ztf,59517.2662037001,1763266205815015000,1,1763266205815,20.839401,1,1763,1.2313693,20.480719,20.4568,0.18226232,0.2958,49.5550321,14.5722255,0.7271429,t17_f5_c3,0.9998467,20.507,0.3914,506120158,True,True,False,correction_1.0.6,0.0,19.41386,0.040291384,0.06822658
5,ztf,59517.3400347,1763340035815015000,2,1763340035815,20.742788,1,1763,1.7645845,19.881866,19.9683,0.1484302,0.2238,49.5550215,14.5722302,0.76428574,t17_f5_c3,0.9637272,19.9679,0.2773,506120258,True,False,False,correction_1.0.6,0.0,,,
6,ztf,59521.31776619982,1767317765815015001,1,1767317765815,20.978455,1,1767,1.2947366,20.797398,20.6795,0.17736703,0.3304,49.5550527,14.5721891,0.80714285,t17_f5_c3,0.999928,20.5425,0.3673,506120158,True,True,False,correction_1.0.6,0.0,18.7934,100.0,0.028007466
7,ztf,59521.36002309993,1767360025815015002,2,1767360025815,20.650759,1,1767,1.8686656,19.987139,20.0732,0.1740062,0.2572,49.5549942,14.572217,0.8257143,t17_f5_c3,0.9999571,20.2321,0.3704,506120258,True,False,False,correction_1.0.6,0.0,,,
8,ztf,59523.257708299905,1769257705815015000,2,1769257705815,20.613676,1,1769,1.7934198,19.981447,20.5241,0.1750267,0.4021,49.5550077,14.5722637,0.7614286,t17_f5_c3,0.9994873,20.156,0.3583,506120258,True,False,False,correction_1.0.6,0.0,,,
9,ztf,59525.300520800054,1771300525815015001,2,1771300525815,20.514042,1,1771,1.831278,19.90184,19.8858,0.15875061,0.2389,49.5550065,14.5722124,0.8657143,t17_f5_c3,0.9999697,19.9925,0.3301,506120258,True,False,False,correction_1.0.6,0.0,,,
10,ztf,59527.34207180003,1773342075815015004,2,1773342075815,20.520044,1,1773,1.8650687,19.8794,19.7856,0.1335499,0.2324,49.5549971,14.5722026,0.83285713,t17_f5_c3,0.9996406,19.9651,0.3429,506120258,True,False,False,correction_1.0.6,0.0,,,
11,ztf,59532.361319399904,1778361315815015000,2,1778361315815,20.073166,1,1778,1.8107485,19.826912,20.2633,0.18360895,0.4727,49.5550077,14.5722332,0.8742857,t17_f5_c3,0.9993018,20.2042,0.5685,506120258,True,False,False,correction_1.0.6,0.0,,,
