,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59453.39034719998,1699390341415015001,1,1699390341415,19.814877,1,1699,2.269626,19.847794,19.753,0.17002854,0.3524,5.5376496,15.9383959,0.88714284,t17_f5_c3,0.9998802,19.816,0.4788,551120114,True,False,False,correction_1.0.6,0.0
1,ztf,59459.34077550005,1705340771415015002,1,1705340771415,20.66464,1,1705,2.3407261,20.228207,20.3118,0.20140204,0.2673,5.5376498,15.9383661,0.34285715,t17_f5_c3,0.16372618,20.3217,0.3442,551120114,True,False,False,correction_1.0.6,0.0
2,ztf,59459.36195599986,1705361951415015003,2,1705361951415,20.604298,1,1705,2.3634963,20.126358,20.3088,0.17346881,0.3224,5.5376914,15.9383302,0.8414286,t17_f5_c3,0.9999832,20.189,0.3665,551120214,True,False,False,correction_1.0.6,0.0
3,ztf,59461.38135420019,1707381351415015003,2,1707381351415,20.509176,1,1707,2.4582312,20.055014,20.0197,0.17512673,0.2697,5.5376815,15.938303,0.81857145,t17_f5_c3,0.9995153,19.9783,0.3296,551120214,True,False,False,correction_1.0.6,0.0
4,ztf,59461.412835599855,1707412831415015002,1,1707412831415,20.59324,1,1707,2.4432437,20.118889,20.2296,0.14981024,0.2733,5.5376809,15.9383074,0.9,t17_f5_c3,0.99979645,20.2298,0.348,551120114,True,False,False,correction_1.0.6,0.0
5,ztf,59463.369363400154,1709369361415015002,1,1709369361415,20.562334,1,1709,2.330808,20.223085,20.1617,0.20936275,0.2435,5.5377525,15.9382938,0.8842857,t17_f5_c3,0.99968135,19.9721,0.2606,551120114,True,False,False,correction_1.0.6,0.0
6,ztf,59465.361840299796,1711361841415015004,2,1711361841415,20.459236,1,1711,2.4649763,20.098213,19.8827,0.20959051,0.2531,5.5376911,15.9382938,0.7614286,t17_f5_c3,0.9995747,19.9221,0.3333,551120214,True,False,False,correction_1.0.6,0.0
7,ztf,59465.4033102002,1711403311415015005,1,1711403311415,20.587448,1,1711,2.146403,20.5324,20.5077,0.20044802,0.3454,5.5378056,15.9383209,0.8914286,t17_f5_c3,0.9998325,20.3945,0.3968,551120114,True,False,False,correction_1.0.6,0.0
8,ztf,59467.38078700006,1713380781415015006,2,1713380781415,20.665083,1,1713,2.3964367,20.260933,20.4582,0.2106244,0.3953,5.5376816,15.9383259,0.7714286,t17_f5_c3,0.9922552,20.7892,0.6801,551120214,True,False,False,correction_1.0.6,0.0
